source,SeniorCollector,CollectionNumber,FamilyName,Genus,Species,Subspecific,Author,DeterminationBy,DeterminationYear,qualifier,Rank,CurrentDet,*Institutions,AlternateDet,*Accession Numbers,*Barcodes,year,Date Display,IsCultivated,InCentinelaRidge,Country,UpperName,LowerName,Locality,LatitudeDecimal,LongitudeDecimal,ElevationDisplay,*Coordinate Display,*GeographicKeywords,Description,*Ecological Condition
TROPICOS2,"Dodson, Calaway Homer",7528,Moraceae,Ficus,tuerckheimii,,Standl.,,,,species,Ficus tuerckheimii Standl.,MO,,2674737,MO-1493399,1979,6 Feb. 1979,FALSE,TRUE,Ecuador,Los Ríos,,Collections from path following ridge line at El Centinela at crest of Montanas de lla on road from Patricia Pilar to 24 de mayo at km 12. Patricia Pilar is at km 45 on road from Sto Domingo to Quevedo.,-0.61666,-79.3,600 m,"00°37'00""S 079°18'00""W",,Sterile tree (Cancer voucher) to 10 m tall.,
TROPICOS2,"Dodson, Calaway Homer",7529,Piperaceae,Piper,pseudonobile,,C. DC.,"E.J. Tepe (MU),",2007,,species,Piper pseudonobile C. DC.,MO,,2674748,MO-2077397,1979,6-Feb-79,FALSE,TRUE,Ecuador,Los Ríos,,Prov. Los Rios or Pichincha. Collectiosn from path following ridge line at El Centinela at crest of Montanas de lla on road from Patricia Pilas to 24 de Payo at km 12. Patricia Pilas is at km 45 on road from Sto Domingo to Quevedo.,,,600 m,,,"Treelet 3 m tall, inflorescence green, petioles smooth, leaves green above, light green below.",
TROPICOS2,"Dodson, Calaway Homer",7530,Malvaceae,Matisia,castano,,H. Karst. & Triana,"W.S. Alverson (F),",2008,,species,Matisia castano H. Karst. & Triana,MO,,2674749,MO-1442254,1979,4-Feb-79,FALSE,TRUE,Ecuador,Los Ríos,Quevedo,Collections from path following ridge line at El Centinela at crest of Montanas de IIa on road from Patricia Pilar to 24 de Mayo at km 12. Patricia Pilar is at Km 45 on road from Sto Domingo to Quevedo. Pichincha.,-0.61,-79.3,600 m,"00°36'36""S 079°18'00""W",,"Tree 10 m tall (-15); buds tan; flowers white, anthers reversed.",
TROPICOS2,"Dodson, Calaway Homer",7531,Solanaceae,Solanum,circinatum,,Bohs,"M. Nee,",2017,,species,Solanum circinatum Bohs,MO,,2674750,MO-1390883,1979,6 Feb. 1979,FALSE,TRUE,Ecuador,,,Los Rios or Pichincha. Collections from path following ridge line at El Centinela at crest of Montanas de lla on road from Patricia Pilar to 24 de Mayo at km 12. Patricia Pilar is at Km 45 on road from Sto Domingo to Quevedo.,,,600 m,,,"Shrubby tree to 3 m, flowers greenish-cream. Cancer voucher. Anthers white.",
TROPICOS2,"Dodson, Calaway Homer",7533,Clusiaceae,Clusia,laurifolia,,Planch. & Triana,"B. Hammel,",1988,,species,Clusia laurifolia Planch. & Triana,F,,,,1979,6-Feb-79,FALSE,TRUE,Ecuador,Los Ríos,Quevedo,Collections from path following ridge line at El Centinela at crest of Montanas de IIa on road from Patricia Pilar to 24 de Mayo at km 12. Patricia Pilar is at Km 45 on road from Sto Domingo to Quevedo. Pros. Pichincha.,-0.61,-79.3,600 m,"00°36'36""S 079°18'00""W",,"Epiphytic shrub, flowers pink. Stigma yellow.",
TROPICOS2,"Dodson, Calaway Homer",7535,Gesneriaceae,Gasteranthus,macrocalyx,,Wiehler,"L.P. Kvist & L.E. Skog (US),",1996,,species,Gasteranthus macrocalyx Wiehler,"MO, SEL",,2674734,MO-715389,1979,6 Feb. 1979,FALSE,TRUE,Ecuador,Pichincha,,Collections from path following ridgeline at El Centinela at crest of Montanas de Ila road from Patricia Pilar to 24 Mayo at km 12. Patricia Pilar is at km 45 on the road from Sto. Domingo to Quevedo.,-0.61666,-79.3,600 m,00°37'S 079°18'W,Santo Domingo,"Herb, flowers orange.",flower
TROPICOS2,"Dodson, Calaway Homer",7537,Lythraceae,Cuphea,racemosa,,(L. f.) Spreng.,"Shirley A. Graham,",1988,,species,Cuphea racemosa (L. f.) Spreng.,MO,,2674733,MO-1634071,1979,6-Feb-79,FALSE,TRUE,Ecuador,Los Ríos,Quevedo,Collections from path following ridge line at El Centinela at crest of Montanas de lla on road form Patricia Pilar to 24 de Mayo at km 12. Patricia Pilar is at km 45 on road from Sto Domingo to Quevedo.,,,600 m,,,"Herb, flowers lavender.",
TROPICOS2,"Dodson, Calaway Homer",7538,Ericaceae,Psammisia,sodiroi,,Hoerold,Luteyn,,,species,Psammisia sodiroi Hoerold,"MO, NY",,2674732,MO-1227701,1979,6 Feb. 1979,FALSE,TRUE,Ecuador,Pichincha,,Collections from path following ridge line at El Centinela at crest of Montanas de lla on road fromPatricia Pilar to 24 de Mayo at km 12. Patricia Pilar is at km 45 on road from Sto. Domingo to Quevedo.,,,600 m,,,Epiphytic. Flowers green with purple base; calyx red-orange.,
TROPICOS2,"Dodson, Calaway Homer",7540,Piperaceae,Peperomia,emarginella,,(Sw. ex Wikstr.) C. DC.,,,,species,Peperomia emarginella (Sw. ex Wikstr.) C. DC.,MO,,2674730,MO-1146407,1979,6-Feb-79,FALSE,TRUE,Ecuador,Los Ríos,,Pichincha. Collections from path following ridge line at El Centinela at crest of Montanas de lla on road from Patricia Pilar is at Km 45 on road from Sto Domingo to Quevedo.,-0.61666,-79.3,600 m,"00°37'00""S 079°18'00""W",,,
TROPICOS2,"Dodson, Calaway Homer",7541,Piperaceae,Piper,bullosum,,C. DC.,"A. Gentry,",1978,,species,Piper bullosum C. DC.,MO,,2674729,MO-1427141,1979,6-Feb-79,FALSE,TRUE,Ecuador,Los Ríos,,Collections from path following ridge line at El Centinela at crest of Montanas de lla on raod fromPatricia to 24 de Mayo at km 12. Patricia Pilar is at km 45 on road from Sto. Domingo to Quevedo.,,,600 m,,,"Epiphytic vine; inflorescence green, erect.",
TROPICOS2,"Dodson, Calaway Homer",7542,Marantaceae,Calathea,multicincta,,H. Kenn.,"Helen Kennedy,",1985,,species,Calathea multicincta H. Kenn.,"MO, SEL",,2674728,MO-1429302,1979,6-Feb-79,FALSE,TRUE,Ecuador,Los Ríos,,Pichincha. Collections from path following ridge line at El Centinela at crest of Montañas de Ila on road from Patricia Pilar to 24 de Mayo at km 12. Patricia Pilar is at Km 45 on road from Sto Domingo to Quevedo.,-0.61666,-79.3,600 m,"00°37'00""S 079°18'00""W",,"Coarse herb to 1 m; bracts brownish, fruits white.",
TROPICOS2,"Dodson, Calaway Homer",7543,Urticaceae,Pilea,filicina,,Killip,R.Liesner (MO),2009,cf.,species,Pilea filicina Killip,MO,,2674727,MO-1572984,1979,6-Feb-79,FALSE,TRUE,Ecuador,,,Prov. Los Rios or Pichincha. Collections from path following ridge line at El Centinela at crest of Montanas de lla on road from Patricia Pilar to 24 de Mayo at km 12. Patricia Pilar is at Km 45 on road from Sto Domingo to Quevedo.,,,600 m,,,Epiphyte; flowers whitish.,
TROPICOS2,"Dodson, Calaway Homer",7544,Violaceae,Gloeospermum,grandifolium,,Hekking,"W.H.A. Hekking (U),",1994,,species,Gloeospermum grandifolium Hekking,MO,,2674753,MO-041478,1979,,FALSE,TRUE,Ecuador,Pichincha,,Path following ridgeline at El Centinela at crest of Montanas de Ila on road from Patricia Pilar to 24 de Mayo at km 12.,,,600 m,,,,
TROPICOS2,"Dodson, Calaway Homer",7545,Heliconiaceae,Heliconia,spathocircinata,,Aristeg.,"L. Andersson,",1983,,species,Heliconia spathocircinata Aristeg.,MO,,2681852,MO-1456072,1979,6-Feb-79,FALSE,TRUE,Ecuador,Pichincha,,Collections from path following ridge line at El Centinela at crest of Montanas de lla road from Patricia Pilar to 24 de Mayo at km Sto. Domingo to Quevedo. Prov. Pichincha.,,,600 m,,,"Herb 1 m tall, inflorescence erect, twisted, bracts red, red-yellow inside, flowers yellow; tip of bract twisted down,",
TROPICOS2,"Dodson, Calaway Homer",7547,Araceae,Chlorospatha,ilensis,,Madison,"Croat,",2003,,species,Chlorospatha ilensis Madison,QCNE,,,,1979,6-Feb-79,FALSE,TRUE,Ecuador,,,Path following ridge line at El Centinela at crest of Montanas de Ila on road from Patricia Pilar to 24 de Mayo at km 12. Patricia Pilar is at km 45 on road from Sto. Domingo to Quevedo. Prov. Los Rios or Pichincha.,,,600 m,,,"Terrestrial herb, spathe green.",flower
TROPICOS2,"Dodson, Calaway Homer",7548,Clusiaceae,Chrysochlamys,balboa,,Hammel,"PEH,",1998,,species,Chrysochlamys balboa Hammel,MO,,2674724,MO-1576648,1979,6-Feb-79,FALSE,TRUE,Ecuador,Los Ríos,,Collections from path following ridge line at El Centinela at crest of Montanas de lla on road from Patricia Pilar to 24 de Mayo at km 12. Patricia Pilar is at Km 45 on road from Sto Domingo to Quevedo. Pros. Pichincha.,-0.61666,-79.3,600 m,"00°37'00""S 079°18'00""W",,"Shrub 2 m, flowers white.",
TROPICOS2,"Dodson, Calaway Homer",7549,Melastomataceae,Miconia,explicita,,Wurdack,Wurdack,,,species,Miconia explicita Wurdack,"MO, US",,2674723,MO-1787834,1979,6-Feb-79,FALSE,TRUE,Ecuador,Los Ríos,Quevedo,Prov. Pichincha. Collections from path following ridge line at El Centinela at crest of Montanas de lla on road from Patricia Pilar to 24 de Mayo at km 12. Patricia Pilar is at Km 45 on road from Sto Domingo to Quevedo.,-0.61666,-79.3,600 m,00°37'S 079°18'W,,"Tree to 4 m, flowers white.",
TROPICOS2,"Dodson, Calaway Homer",7550,Moraceae,Perebea,xanthochyma,,H. Karst.,"Ronald Liesner,",1986,,species,Perebea xanthochyma H. Karst.,MO,,2674722,MO-1493688,1979,6 Feb. 1979,FALSE,TRUE,Ecuador,Los Ríos,,Collection from path following ridge line at El Centinela at crest of Montanas de lla on road from Patricia Pilar to 24 de Mayo at km 12. Patricia Pilar is at km 45 on road from Sto Domingo to Quevedo.,,,600 m,,,"Tree 15 m; flowers cream, Cancer Voucher.",
TROPICOS2,"Dodson, Calaway Homer",7551,Bromeliaceae,Tillandsia,cornuta,,Mez & Sodiro,,,,species,Tillandsia cornuta Mez & Sodiro,"MO, SEL",,2674721,MO-549340,1979,6-Feb-79,FALSE,TRUE,Ecuador,Pichincha,,Collections from path following ridge line at El Centinela at crest of Montañas de Ila on road from Patricia Pilar to 24 de Mayo at km 12. Patricia Pilar is at Km 45 on road from Sto. Domingo to Quevedo.,-0.56666,-79.26666,600 m,00°34'S 079°16'W,"El Centinela, Montañas de Ila",,bud
TROPICOS2,"Dodson, Calaway Homer",7552,Araliaceae,Sciodaphyllum,dodsonii ined.,,,[S. dodsonii],2019,,species,Sciodaphyllum dodsonii ined.,MO,,2674720,MO-041240,1979,6-Feb-79,FALSE,TRUE,Ecuador,Pichincha,,Collections from path following ridge line at El Centinela at crest of Montañas de Ila on road from Patricia Pilar to 24 de Mayo at km 12. Patricia Pilar is at Km 45 on road from Sto. Domingo to Quevedo.,-0.61666,-79.3,600 m,00°37'S 079°18'W,,,
TROPICOS2,"Dodson, Calaway Homer",7553,Primulaceae,Clavija,membranacea,,Mez,"Bertil Stahl,",1987,,species,Clavija membranacea Mez,MO,,2674719,MO-1969162,1979,6-Feb-79,FALSE,TRUE,Ecuador,Los Ríos,,Pichincha. Collections from path following ridge line at El Centinela at crest of Montanas de lla on road from Patricia Pilar to 24 de Mayo at km 12. Patricia Pilar is at Km 45 on road from Sto domingo to quevedo.,-0.61666,-79.3,600 m,"00°37'00""S 079°18'00""W",,"Subshrub to 1 m, fruit turning orange.",
TROPICOS2,"Dodson, Calaway Homer",7554,Alstroemeriaceae,Bomarea,obovata,,Herb.,"A. Hofreiter (MSB),",2007,,species,Bomarea obovata Herb.,MO,,2674710,MO-2121854,1979,6 Feb. 1979,FALSE,TRUE,Ecuador,,,Collections from path folliwing ridge line at El Centinela at crest of Montanas de lla on road from Patricia Pilar to 24 Mayo at km 12. . Patricia Pilar is at km 45 on road from Sto Domingo to Quevedo.,,,600 m,,,Slender vine; inflorescence forked flower red orange outside.,
TROPICOS2,"Dodson, Calaway Homer",7557,Urticaceae,Pilea,antioquensis,,Killip,Ronald Liesner,1983,,species,Pilea antioquensis Killip,MO,,2674716,MO-1572781,1979,6-Feb-79,FALSE,TRUE,Ecuador,,,Prov. Los Rios or Pichincha. Collections from path following ridge line at El Centinela at crest of Montanas de lla on road from Patricia Pilar to 24 de Mayo at km 12. Patricia Pilar is at Km 45 on road from Sto Domingo to Quevedo.,,,600 m,,,"Herb to 70 cm tall, terrestrial, stem terete, red purple, inflorescence greenish.",
TROPICOS2,"Dodson, Calaway Homer",7558,Sapindaceae,Paullinia,grandifolia,,Benth. ex Radlk.,,,,species,Paullinia grandifolia Benth. ex Radlk.,MO,,2674715,MO-1327077,1979,6-Feb-79,FALSE,TRUE,Ecuador,Los Ríos,,Collections from path following ridge line at El Centinela at crest of Montanas de lla on road from Patricia Pilar to 24 de Mayo at km 12. Patricia Pilar is at Km 45 on road from Sto Domingo to Quevedo.,-0.61666,-79.3,600 m,"00°37'00""S 079°18'00""W",,Vine just starting; stipule extremely large.,
TROPICOS2,"Dodson, Calaway Homer",7560,Araceae,Anthurium,iltisii,,Croat,"Thomas B. Croat (MO),",2007,,species,Anthurium iltisii Croat,"QCNE, SEL",,,,1979,6-Feb-79,FALSE,TRUE,Ecuador,,,Prov. Los Rios or Pichincha. Collections from path following ridge line at El Centinela at crest of Montanas de Ila on road from Patricia Pilar to 24 de Mayo at km 12. Patricia Pilar is at km 45 on road from Sto. Domingo to Quevedo.,,,600 m,,24 de Mayo or Pichincha Patricia Pilar,"Epiphyte, spathe green, spadix yellow.",
TROPICOS2,"Dodson, Calaway Homer",7609,Gesneriaceae,Gasteranthus,atratus,,Wiehler,"L.E. Skog,",1995,,species,Gasteranthus atratus Wiehler,SEL,,,,1979,6-Feb-79,FALSE,TRUE,Ecuador,Pichincha,,Collections from path following ridge line at El Centinela at crest of Montañas de Ila on road from Patricia Pilar to 24 de Mayo at km 12. Patricia Pilar is at km 45 on road from Sto. Domingo to Quevedo.,-0.61666,-79.26666,,00°37'S 079°16'W,Centinela,"Herb to 30 cm tall, succulent, leaves dark green above, pink below, very bullate, corolla yellow.",flower
TROPICOS2,"Dodson, Calaway Homer",7642,Orchidaceae,Microchilus,ecuadorensis,,(Garay) Ormerod,"P. Ormerod (GH),",2006,,species,Microchilus ecuadorensis (Garay) Ormerod,SEL,,,,1979,10-Feb-79,FALSE,TRUE,Ecuador,Pichincha,,"Centinela, 12 km east of Patricia Pilar",,,600 m,,Centinela,,
TROPICOS2,"Dodson, Calaway Homer",7644,Smilacaceae,Smilax,purhampuy,,Ruiz,"J. R. Botina-P. (CUVC),",2015,,species,Smilax purhampuy Ruiz,MO,,2674647,MO-1321907,1979,7 Feb- - 12 Feb. 1979,FALSE,TRUE,Ecuador,Los Ríos,,Prov. Pichinicha. Collections from path following ridge line at El Centinela at crest of Montanas de 11a road from Patricia Pilar to 24 de Mayo at km12. Patricia Pilar is at km 45 on road from Sto Domingo ti Quevedo.,,,600 m,,,Sterile vine in clearing.,
TROPICOS2,"Dodson, Calaway Homer",7645,Gesneriaceae,Drymonia,teuscheri,,(Raymond) J.L. Clark,"J.L. Clark (US),",2005,,species,Drymonia teuscheri (Raymond) J.L. Clark,"QCNE, SEL",,,,1979,7 February 1979 - 12 February 1979,FALSE,TRUE,Ecuador,Pichincha,,Collection from path followin ridge line at El Centinela at crest of Montañs de Ila at road from Patricia Pilar to 24 de Mayo at km 12. Patricia Pilar is at km 45 on road from Sto. Domingo to Quevedo.,-0.61666,-79.26666,600 m,00°37'S 079°16'W,Los Rios Pichincha,"Epiphyte, calyx red, corolla yellow, with red apex.",
TROPICOS2,"Dodson, Calaway Homer",7648,Araceae,Chlorospatha,ilensis,,Madison,"Croat,",2003,,species,Chlorospatha ilensis Madison,SEL,,,,1979,7 Feb 1979 - 12 Feb 1979,FALSE,TRUE,Ecuador,Los Ríos,,Collections from path following ridge line at El Centinela at crest of Montanas de Ila road from Patricia Pilar to 24 Mayo at km 12. Patricia Pilar is at km 45 on road from Sto. Domingo to Quevedo. Prov. Los Rios or Pichincha.,,,0 - 500 m,,,"Terrestrial, spathe and spadix whitish.",flower
TROPICOS2,"Dodson, Calaway Homer",7649,Clusiaceae,Chrysochlamys,balboa,,Hammel,"BEH,",1998,,species,Chrysochlamys balboa Hammel,MO,,2674650,MO-1576650,1979,7 Feb 1979 - 12 Feb 1979,FALSE,TRUE,Ecuador,Los Ríos,Quevedo,Collections from path following ridge line at El Centinela at crest of Montanas de lla road from Patricia Pilar to 24 de Mayo at km 12. Patricia Pilar is at Km 45 on road from Sto Domingo to Quevedo. Prov. Pichincha.,,,600 m,,,"Small understory tree, latex scanty; apex pinkish-white, flowers greenish white, later reddening.",
TROPICOS2,"Dodson, Calaway Homer",7650,Heliotropiaceae,Tournefortia,gigantifolia,,Killip ex J.S. Mill.,,,,species,Tournefortia gigantifolia Killip ex J.S. Mill.,MO,,2674554,MO-1192642,1979,7 Feb 1979 - 12 Feb 1979,FALSE,TRUE,Ecuador,Los Ríos,,Collections from path following ridge line at El Centinela at crest of Montanas de lla road from Patricia Pilar to 24 de Mayo at km 12. Patricia Pilar is at km 45 on road from Sto. Domingo to Quevedo. Prov. Pichincha.,,,600 m,,,Herbaceous shrub to 1.2 meters; flowers greenish white.,
TROPICOS2,"Dodson, Calaway Homer",7652,Piperaceae,Piper,appendiculatum,,(Benth.) C. DC.,,,,species,Piper appendiculatum (Benth.) C. DC.,MO,,2674553,MO-1439992,1979,7 Feb 1979 - 12 Feb 1979,FALSE,TRUE,Ecuador,Pichincha,,Collections from path following ridge line at El Centinela at crest of Montanas de lla road from Patricia Pilar to 24 de Mayo atn km 12. Patricia Pilar is at 45 on road from Sto Domingo t Quevedo.,,,600 m,,,"Terrestrial subshrub to 40 cm, inflorescence white, pendulous.",
TROPICOS2,"Dodson, Calaway Homer",7657,Asteraceae,Melanthera,nivea,,(L.) Small,"K. & R.,",1979,,species,Melanthera nivea (L.) Small,"MO, US",,2674550,MO-1931074,1979,7-Feb-1979 - 12-FEb-1979,FALSE,TRUE,Ecuador,Los Ríos,Quevedo,Pichincha. Collectiions fron path following ridge line at El Centinela at crest fo Montanas de lla road from Patricia Pilar to 4 de Mayo at km 12. Patricia Pilar is at Km 45 on road from Sto Domingo to Quevedo.,,,600 m,,,,
TROPICOS2,"Dodson, Calaway Homer",7658,Gesneriaceae,Drymonia,laciniosa,,Wiehler,,,,species,Drymonia laciniosa Wiehler,"MO, SEL",,2674549,MO-715385,1979,7 February 1979 - 12 February 1979,FALSE,TRUE,Ecuador,,,Collections from path following ridge line at El Centinela at crest of Montañas de Ila road from Patricia Pilar to 24 de Mayo at km 12. Patricia Pilar is at km 45 on road from Sto. Domingo to Quevedo.,-0.61666,-79.26666,600 m,00°37'S 079°16'W,El Centinela,Herb or subshrub; flowers green.,flower
TROPICOS2,"Dodson, Calaway Homer",7660,Marantaceae,Calathea,roseobracteata,,H. Kenn.,"H. Kennedy,",1985,,species,Calathea roseobracteata H. Kenn.,SEL,,,,1979,7 Feb 979 - 12 Feb 1979,FALSE,TRUE,Ecuador,Los Ríos,,Pichincha. Collections from path following ridge line at El Centinela at crest of Montanas de Ila road from Patricia Pilar to 24 de Mayo at km 12. Patricia Pilar is at Km 45 on road from Sto-Domingo to Quevedo.,-0.61666,-79.3,600 m,"00°37'00""S 079°18'00""W",,"Common terrestrial; leaves to 1 m, inflorescences to 50 cm long, bracts bright red' flowers purple red.",
TROPICOS2,"Dodson, Calaway Homer",7664,Rubiaceae,Schradera,stellata,,Benth.,"C.M. Taylor (MO),",1998,,species,Schradera stellata Benth.,MO,,2718470,MO-1730172,1979,7-Feb-79,FALSE,TRUE,Ecuador,Los Ríos,,Collections from path following ridge line at El Centinela. at crest of Montanas de Ila road from Patricia Pilar to 24 de Mayo at km 12. Patricia Pilar is at Km 45 on road from Sto. Domingo to Quevedo.,,,600 m,,,"Vine in tree along path sepals and inflorescences light green. Corolla tube white, with appendages.",
TROPICOS2,"Dodson, Calaway Homer",7666,Poaceae,Lasiacis,nigra,,Davidse,"Gerrit Davidse, 2002 (MO)",,,species,Lasiacis nigra Davidse,"USF, US",,,,1979,7 Feb 1979 - 12 Feb 1979,FALSE,TRUE,Ecuador,,,Prov. Los Rios or Pichincha. Collection from path following ridge line at El Centinela at crest of Montanas de 11a road from Patricia Pilar to 24 de Mayo at km 12. Patricia Pilar is at Km 45 on road from Sto Domingo to quevedo,,,600 m,,,Arching cane-like bamboo with black fruits,
TROPICOS2,"Dodson, Calaway Homer",7668,Alstroemeriaceae,Bomarea,obovata,,Herb.,"A. Hofreiter (MSB),",2007,,species,Bomarea obovata Herb.,USF,,,,1979,7 Feb 1979 - 12 Feb 1979,FALSE,TRUE,Ecuador,,,Prov. Los Rios or Pichincha. Collection from path following ridge line at El Centinela at crest of Montanas de 11a road from Patricia Pilar to 24 de Mayo at km 12. Patricia Pilar is at Km 45 on road from Sto Domingo to Quevedo.,,,600 m,,,"Vine in small tree.  Corolla brilliant, red outside, white spotted with red inside.",
TROPICOS2,"Dodson, Calaway Homer",7671,Rutaceae,Casimiroa,tetrameria,,Mill,,,,species,Casimiroa tetrameria Mill,MO,,2674543,MO-1094374,1979,7 Feb 1979 - 12 Feb 1979,FALSE,TRUE,Ecuador,Los Ríos,,Collections from path following ridge line at El Centinela at crest of Montanas de lla road from Patricia Pilar to 24 de Mayo at km 12. Patricia Pilar is at km 45 on road from Sto. Domingo to Quevedo. Pichincha.,,,600 m,,,Tree to 5 m tall. Sterile.,
TROPICOS2,"Dodson, Calaway Homer",7736,Gesneriaceae,Gloxinia,dodsonii,,Wiehler,,,,species,Gloxinia dodsonii Wiehler,"MO, SEL",,2674501,MO-715671,1979,7 February 1979 - 12 February 1979,FALSE,TRUE,Ecuador,,,Collections from path following ridge line at El Centinela at crest of Montañas de Ila road from Patricia Pilar to 24 de Mayo at km 12. Patricia Pilar is at km 45 on road from Sto. Domingo to Quevedo.,-0.61666,-79.26666,600 m,00°37'S 079°16'W,El Centinela,"Low growing plant with stems to 10 cm tall, leaves bullate, corolla white outside, lobes blue throat yellow.",flower
TROPICOS2,"Dodson, Calaway Homer",7760,Zingiberaceae,Renealmia,dolichocalyx,,Maas,"Maas,",1980,,species,Renealmia dolichocalyx Maas,MO,,2704300,MO-1428339,1979,3-Jul-79,FALSE,TRUE,Ecuador,Los Ríos,,Collections made along path following ridge line El Centinela at crest of Montaña de Lla on road from Patricia Pilar to 24 de Mayo at km 12. Patricia Pilar is at km 45 on road from Sto Domingo to Quevedo. Pichincha.,,,600 m,,,"Terrestrial with canes to 3 m long, bracts green, flowers white.",
TROPICOS2,"Dodson, Calaway Homer",7761,Asteraceae,Erechtites,valerianifolius,,(Link ex Spreng.) DC.,"M. Dillon,",1984,,species,Erechtites valerianifolius (generic WOLF) DC.,MO,,2704301,MO-1877622,1979,3-Jul-79,FALSE,TRUE,Ecuador,Pichincha,Santo Domingo de Los Colorados,Collections from path following ridge line at El Centinela at crest of Montañas de Ila on road from Patricia Pilar to 24 de Mayo at km 12. Patricia Pilar is at Km 45 on road from Sto. Domingo to Quevedo. Prov. Los Rios or Pichincha.,,,600 m,,,Herb to 1m tall in second growth along path. Flowers pink.,
TROPICOS2,"Dodson, Calaway Homer",7762,Araceae,Dracontium,croatii,,G.H. Zhu,"G.H. Zhu,",1996,,species,Dracontium croatii G.H. Zhu,"QCNE, SEL",,27350,SEL002059,1979,3-Jul-79,FALSE,TRUE,Ecuador,Los Ríos,,El Centinela at crest of Montañas de Ila on road from Patricia Pilar to 24 de Mayo at km 12. Patricia Pilar is at km 45 on road from Sto. Domingo to Quevedo.,,,600 m,,or Pichincha,"Leaf to 3 m tall. Spathe to 80 cm tall. Light orange, inside seeds red when ripe.",
TROPICOS2,"Dodson, Calaway Homer",7765,Solanaceae,Solanum,circinatum,,Bohs,"M. Nee,",2017,,species,Solanum circinatum Bohs,MO,,2704352,MO-1390882,1979,3-Jul-79,FALSE,TRUE,Ecuador,,,Los Rios or Pichincha. Collection from path following ridge line at El Centinela at crest of Montañas de Ila on road from Patricia Pilar to 24 de Mayo at km 12. Patricia Pilar is at km 45 on road from Sto Domingo to Quevedo.,,,600 m,,,"Tree to 5 m tall. Inflorescences axillary, sepals green, petals green with pink tinge. Flowers light green with dark green splashes at base, tapered at both ends. Anthers white.",
TROPICOS2,"Dodson, Calaway Homer",7766,Elaeocarpaceae,Sloanea,rufa,,Planch. ex Benth.,"T.D. Pennington (K),",2014,,species,Sloanea rufa Planch. ex Benth.,MO,,2704304,MO-2950337,1979,3-Jul-79,FALSE,TRUE,Ecuador,,,Los Rios or Pichincha. Collection from path following ridge line at El Centinela at crest of Montañas de Ila on road from Patricia Pilar to 24 de Mayo at km 12. Patricia Pilar is at km 45 on road from Sto Domingo to Quevedo.,,,600 m,,,"Tree to 25 m tall. DBH 35 cm, fruits green outside, reddish inside.",
TROPICOS2,"Dodson, Calaway Homer",7767,Lauraceae,Licaria,triandra,,(Sw.) Kosterm.,"H. van der Werff (MO),",,,species,Licaria triandra (Sw.) Kosterm.,F,,,,1979,3-Jul-79,FALSE,TRUE,Ecuador,Pichincha,,Los Rios or Pichincha. Collections made along path following ridge line El Centinela at crest of Montañas de Ila on road from Patricia Pilar to 24 de Mayo at km 12. Patricia is at km 45 on road from Sto. Domingo to Quevedo.,-0.6166667,-79.2666667,600 m,00°37'S 079°16'W,,"Tree 8 m tall. DBK 5 cm, cupule red, fruit purple-pink",
TROPICOS2,"Dodson, Calaway Homer",7768,Rubiaceae,Psychotria,chimboracensis,,Standl.,C. M. Taylor,2003,,species,Psychotria chimboracensis Standl.,MO,,2704306,MO-1766095,1979,3-Jul-79,FALSE,TRUE,Ecuador,Los Ríos,,or Pichina. Collections from path following ridge line at El Centinela at crest of Montañas de Ila on road from Patricia Pilar to 24 de Mayo at km 12. Patricia Pilar is at km 45 on road from Sto. Domingo to Quevedo.,,,600 m,,,Tree to 7 m tall. Fruits green.,
TROPICOS2,"Dodson, Calaway Homer",7770,Heliotropiaceae,Tournefortia,bicolor,,Sw.,A. Gentry,1980,,species,Tournefortia bicolor Sw.,MO,,2704248,MO-1191565,1979,3-Jul-79,FALSE,TRUE,Ecuador,,,Collections from path following ridge line El Centinela at crest of Montañas de Ila on road from Patricia Pilar to 24 de Mayo at km 12. Patricia Pilar is at km 45 on road from Sto. Domingo to Quevedo. Prov. Los Rios or Pichincha.,,,600 m,,,vine along side corolla white.,
TROPICOS2,"Dodson, Calaway Homer",7773,Piperaceae,Peperomia,ceroderma,,Yunck.,"R. Callejas (HUA),",1995,,species,Peperomia ceroderma Yunck.,MO,,2704246,MO-1146167,1979,3-Jul-79,FALSE,TRUE,Ecuador,Pichincha,,Collections from path following ridge line at El Centinela at crest of Montañas de Ila on road from Patricia Pilar to 24 de Mayo at km 12. Patricia Pilar is at Km 45 on road from Santo Domingo to Quevedo.,,,600 m,,,"Inflorescence green, undersides of leaf marked pale dull red.",
TROPICOS2,"Dodson, Calaway Homer",7797,Solanaceae,Markea,spruceana,,Hunz.,"S. Knapp (BM),",1997,,species,Markea spruceana Hunz.,MO,,2704234,MO-050080,1979,10-Jul-79,FALSE,TRUE,Ecuador,Pichincha,Santo Domingo de Los Colorados,El Centinela at crest of Montanas de Ila on road from Patricia Pilar to 24 Mayo at km 12.,,,600 m,,,,
